timestamp,iteration,timesteps,win_rate,avg_reward,avg_length,stage,phase,stage_time,no_improvement
17:55:12,1,100,23.1,110.85,6.2,1,Initial Random,1,1
17:55:12,2,200,20.0,95.88,7.8,1,Initial Random,1,2
17:55:12,3,300,22.9,113.60,8.3,1,Initial Random,1,3
17:55:13,4,400,24.4,122.38,8.4,1,Initial Random,2,4
17:55:13,5,500,18.3,95.73,8.3,1,Basic Strategy,2,0
17:55:14,6,600,16.0,85.16,7.2,1,Basic Strategy,3,1
17:55:14,7,700,14.9,79.72,7.4,1,Basic Strategy,3,2
17:55:15,8,800,15.0,81.79,7.7,1,Basic Strategy,4,3
17:55:15,9,900,14.0,78.75,7.5,1,Basic Strategy,4,4
17:55:16,10,1000,11.0,64.65,6.7,1,Basic Strategy,5,5
17:55:16,11,1100,12.0,67.51,6.4,1,Basic Strategy,5,0
17:55:17,12,1200,14.0,80.13,6.8,1,Basic Strategy,6,0
17:55:17,13,1300,17.0,95.28,7.1,1,Basic Strategy,6,0
17:55:18,14,1400,17.0,95.82,6.9,1,Basic Strategy,7,0
17:55:18,15,1500,24.0,129.85,6.2,1,Basic Strategy,7,0
